2018-08-16 12:49:57,tvw825385571,漳州,4,挺好看的😊哈哈
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:15:08,我爱美团716,北京,5,虽然不是很搞笑，但是很有看头不错的电影
2018-08-16 12:14:39,割肉杀手,本溪,5,真的好看，刚开始的时候感觉特别无聊，后来看了影视剖析感觉黄渤真是是好有才。环环相扣。一部非常非常nice的悬疑剧。。。。大爱的呀！
2018-08-16 12:14:37,biubiubiurun,汕头,4,硬广比较尬。想表达的太多，倒显得多而杂。
2018-08-16 12:14:37,History,九江,4.5,很好看，表现了多种人性
2018-08-16 12:14:28,温柔大哥！812,信阳,5,很有意义的一部电影
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:14:39,割肉杀手,本溪,5,真的好看，刚开始的时候感觉特别无聊，后来看了影视剖析感觉黄渤真是是好有才。环环相扣。一部非常非常nice的悬疑剧。。。。大爱的呀！
2018-08-16 12:14:37,biubiubiurun,汕头,4,硬广比较尬。想表达的太多，倒显得多而杂。
2018-08-16 12:14:37,History,九江,4.5,很好看，表现了多种人性
2018-08-16 12:14:28,温柔大哥！812,信阳,5,很有意义的一部电影
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:14:37,biubiubiurun,汕头,4,硬广比较尬。想表达的太多，倒显得多而杂。
2018-08-16 12:14:37,History,九江,4.5,很好看，表现了多种人性
2018-08-16 12:14:28,温柔大哥！812,信阳,5,很有意义的一部电影
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:14:37,biubiubiurun,汕头,4,硬广比较尬。想表达的太多，倒显得多而杂。
2018-08-16 12:14:37,History,九江,4.5,很好看，表现了多种人性
2018-08-16 12:14:28,温柔大哥！812,信阳,5,很有意义的一部电影
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:14:37,History,九江,4.5,很好看，表现了多种人性
2018-08-16 12:14:28,温柔大哥！812,信阳,5,很有意义的一部电影
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:14:22,宇宙无敌小狐狸,岳阳,5,严格来说不算是喜剧，因为没有笑点。。。但和黄渤以往参演电影风格很不一样。
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:13:48,elj595393985,锡林郭勒,4,人性淋漓尽致的表达
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:13:40,大橙子218,中牟,5,不错，很好，
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:13:20,Kks612693323,诸城,3,一般 平平淡淡  没多大看点
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:13:05,Lillian,天津,4,买给老爸老妈看的，说好看。老妈很喜欢张艺兴。
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:12:54,王义银,西安,3,不太好看，那么大的阵势，片子不咋样
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:12:52,玲玲baby2521,通辽,5,嗯，还行吧，可能我感情淡薄点
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:12:40,大眼看小眼。,嵊州,4.5,内容挺好的，演出也挺赞，就是不明白为什么要加个超大胸的配角，不过很养眼，另外就是男人胡子的设定不是很好，最后**旁边坐着一个很自以为是的人，老是叽里咕噜的剧透，**的，9分，少一分是觉得胡子处理的不好，
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:12:15,痴吃魑,成都,4.5,故事结构一般，但是反应人性的情节表现得很好
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:11:44,OId792664509,荣昌区,0.5,这剧情狗血的很
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:11:43,Hwl971697823,天津,5,我苍了天了  咧咧咧
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:11:39,DAf526138725,重庆,5,张艺兴真的是有惊艳到我
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
2018-08-16 12:11:22,爱迪的张先生,胶州,5,剧情跌宕起伏，在所有困难与绝望面前，人性暴露无遗！笑点，泪点，喜剧，悲剧，人生哲理都有了！作为老乡！必须支持黄渤！青岛银！
2018-08-16 12:10:55,西伯利亚辉狼,秦皇岛,4,电影不错，拍的很用心，感觉最后的结局不是很完美，还会有第二部吗……
2018-08-16 12:10:45,miE964647463,吴忠,5,好看好看好看
2018-08-16 12:10:26,geB767349079,长春,5,张艺兴这是被练出来了
2018-08-16 12:10:22,桃夭咩座,十堰,5,很不错，666
2018-08-16 12:10:13,速溶咖啡640,北京,5,孩子和同学去看的，说还不错的！一直挺喜欢黄渤！
2018-08-16 12:10:02,永痕时代,金昌,5,人性的探究，很好的电影，就是有点揪心
2018-08-16 12:09:43,wind2599,泰安,3.5,还可以这样的还可以
2018-08-16 12:09:32,ass469259656,沈阳,4,咋说呢，主演们的功力都不错！群演就真的一般般，剧情不算陌生，立意有点深刻，看完不知如何是好了！
2018-08-16 12:09:31,lES539057111,重庆,5,一出好戏是黄渤老师和艺兴合作的首部电影，期待小兴的表演
2018-08-16 12:09:24,斑斑抠,北京,3,真是没看懂，有点懵就结束了
2018-08-16 12:11:38,gas1234,重庆,2.5,我不知道是买的影评人太多了，还是什么！这样题材的太多。片子逻辑太混乱，用力过猛了
2018-08-16 12:11:36,Wfm733048970,秦皇岛,5,很不错的影片
2018-08-16 12:11:24,IgP777706488,西安,4,人心难测，不忘初心
